   0.0000000e+00   1.0000000e+00   1.0060000e+01   0.0000000e+00   5.7470000e+01
   1.0000000e-01   1.0000000e+00   1.0070000e+01   0.0000000e+00   5.7480000e+01
   2.0000000e-01   1.0000000e+00   1.0110000e+01   0.0000000e+00   5.7500000e+01
   3.0000000e-01   1.0000000e+00   1.0160000e+01   0.0000000e+00   5.7550000e+01
   4.0000000e-01   1.0000000e+00   1.0230000e+01   0.0000000e+00   5.7620000e+01
   5.0000000e-01   1.0000000e+00   1.0330000e+01   0.0000000e+00   5.7690000e+01
   6.0000000e-01   1.0000000e+00   1.0450000e+01   0.0000000e+00   5.7790000e+01
   7.0000000e-01   1.0000000e+00   1.0590000e+01   0.0000000e+00   5.7900000e+01
   8.0000000e-01   1.0000000e+00   1.0740000e+01   0.0000000e+00   5.8040000e+01
   9.0000000e-01   1.0000000e+00   1.0920000e+01   0.0000000e+00   5.8190000e+01
   1.0000000e+00   1.0000000e+00   1.1130000e+01   0.0000000e+00   5.8340000e+01
   1.1000000e+00   1.0000000e+00   1.1350000e+01   0.0000000e+00   5.8530000e+01
   1.2000000e+00   1.0000000e+00   1.1590000e+01   0.0000000e+00   5.8730000e+01
   1.3000000e+00   1.0000000e+00   1.1850000e+01   0.0000000e+00   5.8940000e+01
   1.4000000e+00   1.0000000e+00   1.2130000e+01   0.0000000e+00   5.9180000e+01
   1.5000000e+00   1.0000000e+00   1.2430000e+01   0.0000000e+00   5.9420000e+01
   1.6000000e+00   1.0000000e+00   1.2750000e+01   0.0000000e+00   5.9690000e+01
   1.7000000e+00   1.0000000e+00   1.3090000e+01   0.0000000e+00   5.9970000e+01
   1.8000000e+00   1.0000000e+00   1.3440000e+01   1.0000000e+00   2.7000000e-01
   1.9000000e+00   1.0000000e+00   1.3820000e+01   1.0000000e+00   5.7000000e-01
   2.0000000e+00   1.0000000e+00   1.4210000e+01   1.0000000e+00   9.0000000e-01
   2.1000000e+00   1.0000000e+00   1.4620000e+01   1.0000000e+00   1.2400000e+00
   2.2000000e+00   1.0000000e+00   1.5050000e+01   1.0000000e+00   1.6000000e+00
   2.3000000e+00   1.0000000e+00   1.5500000e+01   1.0000000e+00   1.9600000e+00
   2.4000000e+00   1.0000000e+00   1.5960000e+01   1.0000000e+00   2.3500000e+00
   2.5000000e+00   1.0000000e+00   1.6440000e+01   1.0000000e+00   2.7400000e+00
   2.6000000e+00   1.0000000e+00   1.6930000e+01   1.0000000e+00   3.1600000e+00
   2.7000000e+00   1.0000000e+00   1.7450000e+01   1.0000000e+00   3.5700000e+00
   2.8000000e+00   1.0000000e+00   1.7970000e+01   1.0000000e+00   4.0100000e+00
   2.9000000e+00   1.0000000e+00   1.8510000e+01   1.0000000e+00   4.4600000e+00
   3.0000000e+00   1.0000000e+00   1.9070000e+01   1.0000000e+00   4.9200000e+00
   3.1000000e+00   1.0000000e+00   1.9640000e+01   1.0000000e+00   5.4000000e+00
   3.2000000e+00   1.0000000e+00   2.0230000e+01   1.0000000e+00   5.8700000e+00
